"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Cohnella|s__Cohnella_sp_JJ_181","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Cohnella","s__Cohnella_sp_JJ_181"
"k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_MDT1_60","k__Bacteria","p__Bacteroidota","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","s__Flavobacterium_sp_MDT1_60"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_SGB184494","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__Bradyrhizobium_SGB184494"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_herbae","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Rhizobiaceae","g__Rhizobium","s__Rhizobium_herbae"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_thuringiense","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Methylobacteriaceae","g__Methylobacterium","s__Methylobacterium_thuringiense"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia|s__Leifsonia_sp_Leaf325","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Microbacteriaceae","g__Leifsonia","s__Leifsonia_sp_Leaf325"
"k__Bacteria|p__Cyanobacteriota|c__Cyanophyceae|o__Oscillatoriales|f__Oscillatoriaceae|g__Argonema|s__Argonema_galeatum","k__Bacteria","p__Cyanobacteriota","c__Cyanophyceae","o__Oscillatoriales","f__Oscillatoriaceae","g__Argonema","s__Argonema_galeatum"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aurantimonadaceae|g__Aureimonas|s__Aureimonas_sp_AU12","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Aurantimonadaceae","g__Aureimonas","s__Aureimonas_sp_AU12"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kitasatosporales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_cyaneofuscatus","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_cyaneofuscatus"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacteriaceae_unclassified|s__Microbacteriaceae_bacterium_VKM_Ac_2855","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Microbacteriaceae","g__","s__Microbacteriaceae_bacterium_VKM_Ac_2855"
"k__Bacteria|p__Cyanobacteriota|c__Cyanophyceae|o__Coleofasciculales|f__Coleofasciculaceae|g__GGB39792|s__GGB39792_SGB51100","k__Bacteria","p__Cyanobacteriota","c__Cyanophyceae","o__Coleofasciculales","f__Coleofasciculaceae","g__GGB39792","s__GGB39792_SGB51100"
"k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp_9I","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Massilia","s__Massilia_sp_9I"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aestuariivirgaceae|g__GGB44695|s__GGB44695_SGB62151","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Aestuariivirgaceae","g__GGB44695","s__GGB44695_SGB62151"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga_ossetica","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Methylobacteriaceae","g__Microvirga","s__Microvirga_ossetica"
"k__Bacteria|p__Cyanobacteriota|c__Cyanophyceae|o__Nostocales|f__Tolypothrichaceae|g__Tolypothrix|s__Scytonema_hofmanni_UTEX_B_1581","k__Bacteria","p__Cyanobacteriota","c__Cyanophyceae","o__Nostocales","f__Tolypothrichaceae","g__Tolypothrix","s__Scytonema_hofmanni_UTEX_B_1581"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_psychrotolerans","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Mycolicibacterium","s__Mycolicibacterium_psychrotolerans"
"k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Pseudoduganella|s__Pseudoduganella_buxea","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Pseudoduganella","s__Pseudoduganella_buxea"
"k__Bacteria|p__Cyanobacteriota|c__Cyanophyceae|o__Nostocales|f__Tolypothrichaceae|g__Tolypothrix|s__Tolypothrix_sp_NIES_4075","k__Bacteria","p__Cyanobacteriota","c__Cyanophyceae","o__Nostocales","f__Tolypothrichaceae","g__Tolypothrix","s__Tolypothrix_sp_NIES_4075"
"k__Bacteria|p__Cyanobacteriota|c__Cyanophyceae|o__Nostocales|f__Tolypothrichaceae|g__Hassallia|s__Hassallia_byssoidea","k__Bacteria","p__Cyanobacteriota","c__Cyanophyceae","o__Nostocales","f__Tolypothrichaceae","g__Hassallia","s__Hassallia_byssoidea"
"k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Flectobacillaceae|g__Arcicella|s__Arcicella_sp_BE140","k__Bacteria","p__Bacteroidota","c__Cytophagia","o__Cytophagales","f__Flectobacillaceae","g__Arcicella","s__Arcicella_sp_BE140"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_humilata","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Cellulomonadaceae","g__Cellulomonas","s__Cellulomonas_humilata"
"k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_jejuensis","k__Bacteria","p__Bacteroidota","c__Cytophagia","o__Cytophagales","f__Hymenobacteraceae","g__Hymenobacter","s__Hymenobacter_jejuensis"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_sp_CR10","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Mycolicibacterium","s__Mycolicibacterium_sp_CR10"
"k__Bacteria|p__Cyanobacteriota|c__Cyanophyceae|o__Nostocales|f__Calotrichaceae|g__Calothrix|s__Calothrix_sp_PCC_6303","k__Bacteria","p__Cyanobacteriota","c__Cyanophyceae","o__Nostocales","f__Calotrichaceae","g__Calothrix","s__Calothrix_sp_PCC_6303"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_currus","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__Nocardioides_currus"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micromonosporales|f__Micromonosporaceae|g__Virgisporangium|s__Virgisporangium_aurantiacum","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micromonosporales","f__Micromonosporaceae","g__Virgisporangium","s__Virgisporangium_aurantiacum"
"k__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__GGB35955|s__GGB35955_SGB55850","k__Bacteria","p__Actinomycetota","c__Thermoleophilia","o__Solirubrobacterales","f__Conexibacteraceae","g__GGB35955","s__GGB35955_SGB55850"
"k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_norwichensis","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Massilia","s__Massilia_norwichensis"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_mesophilicum","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Methylobacteriaceae","g__Methylobacterium","s__Methylobacterium_mesophilicum"
"k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_sp_J2P1_59","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Variovorax","s__Variovorax_sp_J2P1_59"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_sp_W2","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Methylobacteriaceae","g__Methylobacterium","s__Methylobacterium_sp_W2"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_PP_CC_1A_547","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas_sp_PP_CC_1A_547"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingosinicellaceae|g__Sphingosinicellaceae_unclassified|s__Sphingosinicellaceae_bacterium","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingosinicellaceae","g__","s__Sphingosinicellaceae_bacterium"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_SGB99609","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","s__Brevundimonas_SGB99609"
"k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_arthrosphaerae","k__Bacteria","p__Bacteroidota","c__Flavobacteriia","o__Flavobacteriales","f__Weeksellaceae","g__Chryseobacterium","s__Chryseobacterium_arthrosphaerae"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_flavum","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Microbacteriaceae","g__Microbacterium","s__Microbacterium_flavum"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_SGB24454","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","s__Brevundimonas_SGB24454"
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_bereziniae","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Moraxellales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter_bereziniae"
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_beijerinckii","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Moraxellales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter_beijerinckii"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Motilibacterales|f__Motilibacteraceae|g__Motilibacter|s__Motilibacter_peucedani","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Motilibacterales","f__Motilibacteraceae","g__Motilibacter","s__Motilibacter_peucedani"
"k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB38263","k__Bacteria","p__","c__","o__","f__","g__","s__"
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_ursingii","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Moraxellales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter_ursingii"
"k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Aquincola|s__Aquincola_tertiaricarbonis","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Sphaerotilaceae","g__Aquincola","s__Aquincola_tertiaricarbonis"
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_winnipegensis","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Lysobacterales","f__Lysobacteraceae","g__Pseudoxanthomonas","s__Pseudoxanthomonas_winnipegensis"
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_zeae","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__Pseudomonas_zeae"
"k__Bacteria|p__Acidobacteriota|c__CFGB15779|o__OFGB15779|f__FGB15779|g__GGB64090|s__GGB64090_SGB173519","k__Bacteria","p__Acidobacteriota","c__CFGB15779","o__OFGB15779","f__FGB15779","g__GGB64090","s__GGB64090_SGB173519"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Geodermatophilales|f__Geodermatophilaceae|g__Modestobacter|s__Modestobacter_sp_DSM_44400","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Geodermatophilales","f__Geodermatophilaceae","g__Modestobacter","s__Modestobacter_sp_DSM_44400"
"k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__GGB77967|s__GGB77967_SGB108139","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__GGB77967","s__GGB77967_SGB108139"
"k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_sp_KACC_22773","k__Bacteria","p__Bacteroidota","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__Mucilaginibacter_sp_KACC_22773"
"k__Bacteria|p__Gemmatimonadota|c__Gemmatimonadia|o__Gemmatimonadales|f__Gemmatimonadaceae|g__GGB63941|s__GGB63941_SGB86327","k__Bacteria","p__Gemmatimonadota","c__Gemmatimonadia","o__Gemmatimonadales","f__Gemmatimonadaceae","g__GGB63941","s__GGB63941_SGB86327"
"k__Bacteria|p__Cyanobacteriota|c__Cyanophyceae|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc_commune","k__Bacteria","p__Cyanobacteriota","c__Cyanophyceae","o__Nostocales","f__Nostocaceae","g__Nostoc","s__Nostoc_commune"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia_humida","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Pseudonocardiales","f__Pseudonocardiaceae","g__Pseudonocardia","s__Pseudonocardia_humida"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kitasatosporales|f__Streptomycetaceae|g__GGB64642|s__GGB64642_SGB87346","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__GGB64642","s__GGB64642_SGB87346"
"k__Bacteria|p__Cyanobacteriota|c__Cyanophyceae|o__Chroococcales|f__Aphanothecaceae|g__Aphanothece|s__Aphanothece_hegewaldii","k__Bacteria","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Aphanothecaceae","g__Aphanothece","s__Aphanothece_hegewaldii"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae|g__Labrys|s__Labrys_monachus","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Xanthobacteraceae","g__Labrys","s__Labrys_monachus"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_ginsengisoli","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Caulobacter","s__Caulobacter_ginsengisoli"
"k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp_Leaf177","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_sp_Leaf177"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Cryptosporangiales|f__Cryptosporangiaceae|g__Cryptosporangium|s__Cryptosporangium_phraense","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Cryptosporangiales","f__Cryptosporangiaceae","g__Cryptosporangium","s__Cryptosporangium_phraense"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micromonosporales|f__Micromonosporaceae|g__Actinoplanes|s__Actinoplanes_sp_TBRC_11911","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micromonosporales","f__Micromonosporaceae","g__Actinoplanes","s__Actinoplanes_sp_TBRC_11911"
"k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_album","k__Bacteria","p__Bacteroidota","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","s__Flavobacterium_album"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodospirillales|f__Dongiaceae|g__Dongia|s__Dongia_sedimenti","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhodospirillales","f__Dongiaceae","g__Dongia","s__Dongia_sedimenti"
"k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB96916|s__GGB96916_SGB136486","k__Bacteria","p__Bacteroidota","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__GGB96916","s__GGB96916_SGB136486"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kitasatosporales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_sp_H27_G5","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp_H27_G5"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_CFBP_8760","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas_sp_CFBP_8760"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Frigoribacterium|s__Frigoribacterium_faeni","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Microbacteriaceae","g__Frigoribacterium","s__Frigoribacterium_faeni"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Herbiconiux|s__Herbiconiux_oxytropis","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Microbacteriaceae","g__Herbiconiux","s__Herbiconiux_oxytropis"
"k__Bacteria|p__Cyanobacteriota|c__Cyanophyceae|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc_sp_Peltigera_membranacea_cyanobiont_213","k__Bacteria","p__Cyanobacteriota","c__Cyanophyceae","o__Nostocales","f__Nostocaceae","g__Nostoc","s__Nostoc_sp_Peltigera_membranacea_cyanobiont_213"
"k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae|g__GGB95139|s__GGB95139_SGB128627","k__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__Iamiaceae","g__GGB95139","s__GGB95139_SGB128627"
"k__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_terminator","k__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Myxococcaceae","g__Corallococcus","s__Corallococcus_terminator"
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_syringae","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__Pseudomonas_syringae"
"k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhodoferax|s__Rhodoferax_sp_TS_BS_61_7","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rhodoferax","s__Rhodoferax_sp_TS_BS_61_7"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_sp_18065","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Rhizobiaceae","g__Rhizobium","s__Rhizobium_sp_18065"
"k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_aquatile","k__Bacteria","p__Bacteroidota","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","s__Flavobacterium_aquatile"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae|g__Ancylobacter|s__Ancylobacter_aquaticus","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Xanthobacteraceae","g__Ancylobacter","s__Ancylobacter_aquaticus"
"k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhodoferax|s__Rhodoferax_sp_AJA081_3","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rhodoferax","s__Rhodoferax_sp_AJA081_3"
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Cypionkella|s__Cypionkella_SGB181510","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhodobacterales","f__Paracoccaceae","g__Cypionkella","s__Cypionkella_SGB181510"
"k__Bacteria|p__Verrucomicrobiota|c__Opitutia|o__Opitutales|f__Opitutaceae|g__GGB95927|s__GGB95927_SGB125544","k__Bacteria","p__Verrucomicrobiota","c__Opitutia","o__Opitutales","f__Opitutaceae","g__GGB95927","s__GGB95927_SGB125544"
